"name,college,college,college,college,college,college,college,college,college",college
"U3909,tongji university,tongji university,tongji university,tongji university,tongji university,stanford university,stanford university,stanford university,stanford university",stanford university
"U9657,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,tongji university,tongji university,tongji university,tongji university",tongji university
"U1282,can tho university vietnam,can tho university vietnam,can tho university vietnam,can tho university vietnam,can tho university vietnam,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U8909,nebraska wesleyan university,nebraska wesleyan university,nebraska wesleyan university,nebraska wesleyan university,nebraska wesleyan university,can tho university vietnam,can tho university vietnam,can tho university vietnam,can tho university vietnam",can tho university vietnam
"U13961,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology,nebraska wesleyan university,nebraska wesleyan university,nebraska wesleyan university,nebraska wesleyan university",nebraska wesleyan university
"U24177,isfahan university of technology,isfahan university of technology,isfahan university of technology,isfahan university of technology,isfahan university of technology,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology",sharif university of technology
"U15333,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,isfahan university of technology,isfahan university of technology,isfahan university of technology,isfahan university of technology",isfahan university of technology
"U15932,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U24247,skidmore college,skidmore college,skidmore college,skidmore college,skidmore college,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay",indian institute of technology bombay
"U27763,zhejiang university,zhejiang university,zhejiang university,zhejiang university,,skidmore college,skidmore college,skidmore college,skidmore college",skidmore college
"U27494,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,,,,",
"U7253,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university",shanghai jiao tong university
"U14136,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U8721,national institute of technology tiruchirappalli,national institute of technology tiruchirappalli,national institute of technology tiruchirappalli,national institute of technology tiruchirappalli,national institute of technology tiruchirappalli,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U27707,tsinghua university,tsinghua university,tsinghua university,tsinghua university,tsinghua university,national institute of technology tiruchirappalli,national institute of technology tiruchirappalli,national institute of technology tiruchirappalli,national institute of technology tiruchirappalli",national institute of technology tiruchirappalli
"U24158,university of isfahan,university of isfahan,university of isfahan,university of isfahan,university of isfahan,tsinghua university,tsinghua university,tsinghua university,tsinghua university",tsinghua university
"U27542,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,university of isfahan,university of isfahan,university of isfahan,university of isfahan",university of isfahan
"U24173,esfahan university,esfahan university,esfahan university,esfahan university,esfahan university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university",shanghai jiao tong university
"U27332,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,esfahan university,esfahan university,esfahan university,esfahan university",esfahan university
"U7283,university of illinois at urbana,university of illinois at urbana,university of illinois at urbana,university of illinois at urbana,university of illinois at urbana,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U15307,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana
"U16153,peking university,peking university,peking university,peking university,peking university,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology",bangladesh university of engineering and technology
"U11563,tsinghua university,tsinghua university,tsinghua university,tsinghua university,tsinghua university,peking university,peking university,peking university,peking university",peking university
"U24184,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,tsinghua university,tsinghua university,tsinghua university,tsinghua university",tsinghua university
"U14131,university of new south wales,university of new south wales,university of new south wales,university of new south wales,university of new south wales,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U19831,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of new south wales,university of new south wales,university of new south wales,university of new south wales",university of new south wales
"U7109,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U7109,shanghai american school,shanghai american school,shanghai american school,shanghai american school,shanghai american school,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U2663,zhejiang university,zhejiang university,zhejiang university,zhejiang university,,shanghai american school,shanghai american school,shanghai american school,shanghai american school",shanghai american school
"U5976,illinois wesleyan university,illinois wesleyan university,illinois wesleyan university,illinois wesleyan university,illinois wesleyan university,,,,",
"U3989,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,illinois wesleyan university,university of illinois at urbana-champaign",illinois wesleyan university
"U15949,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university",shanghai jiao tong university
"U9689,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay",indian institute of technology bombay
"U2209,illinois state university,illinois state university,illinois state university,illinois state university,illinois state university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U24084,tsinghua university,tsinghua university,tsinghua university,tsinghua university,tsinghua university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,illinois state university,university of illinois at urbana-champaign",illinois state university
"U18928,national taiwan university of science and technology,national taiwan university of science and technology,national taiwan university of science and technology,national taiwan university of science and technology,national taiwan university of science and technology,tsinghua university,tsinghua university,tsinghua university,tsinghua university",tsinghua university
"U8100,ohio state university,ohio state university,ohio state university,ohio state university,ohio state university,national taiwan university of science and technology,national taiwan university of science and technology,national taiwan university of science and technology,national taiwan university of science and technology",national taiwan university of science and technology
"U1055,sungkyunkwan university,sungkyunkwan university,sungkyunkwan university,sungkyunkwan university,sungkyunkwan university,ohio state university,ohio state university,ohio state university,ohio state university",ohio state university
"U2649,shanghai university of finance and economics,shanghai university of finance and economics,shanghai university of finance and economics,shanghai university of finance and economics,shanghai university of finance and economics,sungkyunkwan university,sungkyunkwan university,sungkyunkwan university,sungkyunkwan university",sungkyunkwan university
"U4568,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai university of finance and economics,shanghai university of finance and economics,shanghai university of finance and economics,shanghai university of finance and economics",shanghai university of finance and economics
"U22074,university of illinois springfield,university of illinois springfield,university of illinois springfield,university of illinois springfield,university of illinois springfield,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university",shanghai jiao tong university
"U22045,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois springfield,university of illinois springfield,university of illinois springfield,university of illinois springfield",university of illinois springfield
"U7373,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U18555,university of florida,university of florida,university of florida,university of florida,university of florida,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U14498,northern illinois university,northern illinois university,northern illinois university,northern illinois university,northern illinois university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of florida,university of florida",university of florida
"U4457,tsinghua university,tsinghua university,tsinghua university,tsinghua university,tsinghua university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,northern illinois university,university of illinois at urbana-champaign",northern illinois university
"U6000,illinois state university,illinois state university,illinois state university,illinois state university,illinois state university,tsinghua university,tsinghua university,tsinghua university,tsinghua university",tsinghua university
"U1175,gustavus adolphus college,gustavus adolphus college,gustavus adolphus college,gustavus adolphus college,gustavus adolphus college,university of illinois at urbana-champaign,university of illinois at urbana-champaign,illinois state university,university of illinois at urbana-champaign",illinois state university
"U14531,lincoln christian university,lincoln christian university,lincoln christian university,lincoln christian university,lincoln christian university,gustavus adolphus college,gustavus adolphus college,gustavus adolphus college,gustavus adolphus college",gustavus adolphus college
"U8098,purdue university,purdue university,purdue university,purdue university,purdue university,lincoln christian university,lincoln christian university,lincoln christian university,lincoln christian university",lincoln christian university
"U27289,university of illinois at urbana-champaign - college of business,university of illinois at urbana-champaign - college of business,university of illinois at urbana-champaign - college of business,university of illinois at urbana-champaign - college of business,university of illinois at urbana-champaign - college of business,purdue university,purdue university,purdue university,purdue university",purdue university
"U9126,illinois state university,illinois state university,illinois state university,illinois state university,illinois state university,university of illinois at urbana-champaign - college of business,university of illinois at urbana-champaign - college of business,university of illinois at urbana-champaign - college of business,university of illinois at urbana-champaign - college of business",university of illinois at urbana-champaign - college of business
"U13988,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology,university of illinois at urbana-champaign,university of illinois at urbana-champaign,illinois state university,university of illinois at urbana-champaign",illinois state university
"U14547,baylor university,baylor university,baylor university,baylor university,baylor university,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology",sharif university of technology
"U15321,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,baylor university,baylor university,baylor university,baylor university",baylor university
"U27475,university of texas at austin,university of texas at austin,university of texas at austin,university of texas at austin,university of texas at austin,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology",bangladesh university of engineering and technology
"U22003,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of texas at austin,university of texas at austin,university of texas at austin,university of texas at austin",university of texas at austin
"U7151,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U22017,university of illinois,university of illinois,university of illinois,university of illinois,university of illinois,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U13032,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois
"U1104,universiti teknologi malaysia,universiti teknologi malaysia,universiti teknologi malaysia,universiti teknologi malaysia,universiti teknologi malaysia,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U7272,university of washington,university of washington,university of washington,university of washington,university of washington,universiti teknologi malaysia,universiti teknologi malaysia,universiti teknologi malaysia,universiti teknologi malaysia",universiti teknologi malaysia
"U25605,hesser college,hesser college,hesser college,hesser college,hesser college,university of washington,university of washington,university of washington,university of washington",university of washington
"U27608,tsinghua university,tsinghua university,tsinghua university,tsinghua university,tsinghua university,hesser college,hesser college,hesser college,hesser college",hesser college
"U24550,georgia state university,georgia state university,georgia state university,georgia state university,georgia state university,tsinghua university,tsinghua university,tsinghua university,tsinghua university",tsinghua university
"U4485,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,georgia state university,georgia state university,georgia state university,georgia state university",georgia state university
"U4485,beijing normal university,beijing normal university,beijing normal university,beijing normal university,beijing normal university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U6011,ouachita baptist university,ouachita baptist university,ouachita baptist university,ouachita baptist university,ouachita baptist university,beijing normal university,beijing normal university,beijing normal university,beijing normal university",beijing normal university
"U9141,depaul university,depaul university,depaul university,depaul university,depaul university,ouachita baptist university,ouachita baptist university,ouachita baptist university,ouachita baptist university",ouachita baptist university
"U14080,indian institute of technology roorkee,indian institute of technology roorkee,indian institute of technology roorkee,indian institute of technology roorkee,indian institute of technology roorkee,depaul university,depaul university,depaul university,depaul university",depaul university
"U8036,millersville university of pennsylvania,millersville university of pennsylvania,millersville university of pennsylvania,millersville university of pennsylvania,millersville university of pennsylvania,indian institute of technology roorkee,indian institute of technology roorkee,indian institute of technology roorkee,indian institute of technology roorkee",indian institute of technology roorkee
"U27456,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,millersville university of pennsylvania,millersville university of pennsylvania,millersville university of pennsylvania,millersville university of pennsylvania",millersville university of pennsylvania
"U2140,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university",shanghai jiao tong university
"U4542,tsinghua university,tsinghua university,tsinghua university,tsinghua university,tsinghua university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U7096,delhi university,delhi university,delhi university,delhi university,delhi university,tsinghua university,tsinghua university,tsinghua university,tsinghua university",tsinghua university
"U7035,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,delhi university,delhi university,delhi university,delhi university",delhi university
"U9149,whitworth college,whitworth college,whitworth college,whitworth college,whitworth college,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U22771,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,whitworth college,whitworth college,whitworth college,whitworth college",whitworth college
"U15994,johns hopkins university,johns hopkins university,johns hopkins university,johns hopkins university,johns hopkins university,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology",birla institute of technology and science
"U18570,university of florida,university of florida,university of florida,university of florida,university of florida,johns hopkins university,johns hopkins university,johns hopkins university,johns hopkins university",johns hopkins university
"U15341,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of florida,university of florida",university of florida
"U8795,amirkabir university of technology - tehran polytechnic,amirkabir university of technology - tehran polytechnic,amirkabir university of technology - tehran polytechnic,amirkabir university of technology - tehran polytechnic,amirkabir university of technology - tehran polytechnic,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology",bangladesh university of engineering and technology
"U16137,beijing normal university,beijing normal university,beijing normal university,beijing normal university,beijing normal university,amirkabir university of technology - tehran polytechnic,amirkabir university of technology - tehran polytechnic,amirkabir university of technology - tehran polytechnic,amirkabir university of technology - tehran polytechnic",amirkabir university of technology - tehran polytechnic
"U22861,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,beijing normal university,beijing normal university,beijing normal university,beijing normal university",beijing normal university
"U7315,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology",birla institute of technology and science
"U7213,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U14150,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U7281,manipal institute of technology,manipal institute of technology,manipal institute of technology,manipal institute of technology,manipal institute of technology,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U14500,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,manipal institute of technology,manipal institute of technology,manipal institute of technology,manipal institute of technology",manipal institute of technology
"U8741,university of california irvine,university of california irvine,university of california irvine,university of california irvine,university of california irvine,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U15917,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,university of california irvine,university of california irvine,university of california irvine,university of california irvine",university of california irvine
"U3919,fudan university,fudan university,fudan university,fudan university,fudan university,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay",indian institute of technology bombay
"U8768,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,fudan university,fudan university,fudan university,fudan university",fudan university
"U24183,qazvin azad university,qazvin azad university,qazvin azad university,qazvin azad university,qazvin azad university,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology",bangladesh university of engineering and technology
"U18524,universidad complutense de madrid,universidad complutense de madrid,universidad complutense de madrid,universidad complutense de madrid,universidad complutense de madrid,qazvin azad university,qazvin azad university,qazvin azad university,qazvin azad university",qazvin azad university
"U7141,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,universidad complutense de madrid,universidad complutense de madrid,universidad complutense de madrid,universidad complutense de madrid",universidad complutense de madrid
"U16091,peking university,peking university,peking university,peking university,peking university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U15968,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,peking university,peking university,peking university,peking university",peking university
"U15935,harvard business school,harvard business school,harvard business school,harvard business school,harvard business school,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay",indian institute of technology bombay
"U15935,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,harvard business school,harvard business school,harvard business school,harvard business school",harvard business school
"U19874,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay,indian institute of technology bombay",indian institute of technology bombay
"U4606,tsinghua university,tsinghua university,tsinghua university,tsinghua university,tsinghua university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U21969,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,tsinghua university,tsinghua university,tsinghua university,tsinghua university",tsinghua university
"U4005,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U14123,university of illinois - urbana champaign,university of illinois - urbana champaign,university of illinois - urbana champaign,university of illinois - urbana champaign,university of illinois - urbana champaign,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university",shanghai jiao tong university
"U14101,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U4489,central michigan university,central michigan university,central michigan university,central michigan university,central michigan university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U7377,texas a&amp;m university,texas a&amp;m university,texas a&amp;m university,texas a&amp;m university,texas a&amp;m university,central michigan university,central michigan university,central michigan university,central michigan university",central michigan university
"U13981,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology,texas a&amp;m university,texas a&amp;m university,texas a&amp;m university,texas a&amp;m university",texas a&amp;m university
"U9711,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,sharif university of technology,sharif university of technology,sharif university of technology,sharif university of technology",sharif university of technology
"U22753,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U16089,peking university beijing,peking university beijing,peking university beijing,peking university beijing,peking university beijing,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology",birla institute of technology and science
"U7402,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,peking university beijing,peking university beijing,peking university beijing,peking university beijing",peking university beijing
"U28772,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,birla institute of technology and science,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
"U27761,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology",birla institute of technology and science
"U18562,university of florida,university of florida,university of florida,university of florida,university of florida,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university,shanghai jiao tong university",shanghai jiao tong university
"U18562,florida international university,florida international university,florida international university,florida international university,florida international university,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of florida,university of florida",university of florida
"U15197,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,florida international university,florida international university,florida international university,florida international university",florida international university
"U18954,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign,university of illinois at urbana-champaign",university of illinois at urbana-champaign
",huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology,huazhong university of science and technology",huazhong university of science and technology
